Pollster,Date,Approve,Disapprove,Gap,President,538 Grade,Mean-Reverted Bias,Grade,Adjusted Approve,Adjusted Disapprove,Adjusted Gap
Gallup, 8/5/2018,41,54,-13,Trump,B,-0.90473684,3,40.54763158,54.45236842,-13.90473684
YouGov, 7/31/2018,43,53,-10,Trump,B,0.26403361,3,43.13201681,52.8679832,-9.73596639
IBD/TIPP, 8/2/2018,41,50,-9,Trump,A-,-0.78254902,3.7,40.60872549,50.39127451,-9.78254902
Rasmussen Reports/Pulse Opinion Research, 7/31/2018,48,50,-2,Trump,C+,-1.4892512,2.3,47.2553744,50.7446256,-3.4892512
Ipsos, 7/31/2018,44,54,-10,Trump,B+,0.5955,3.3,44.29775,53.70225,-9.4045
Gallup, 7/29/2018,40,55,-15,Trump,B,-0.90473684,3,39.54763158,55.45236842,-15.90473684
Harris Interactive, 7/25/2018,45,55,-10,Trump,C+,-1.5215758,2.3,44.2392121,55.7607879,-11.5215758
YouGov, 7/24/2018,43,54,-11,Trump,B,0.26403361,3,43.13201681,53.8679832,-10.73596639
Rasmussen Reports/Pulse Opinion Research, 7/24/2018,46,52,-6,Trump,C+,-1.4892512,2.3,45.2553744,52.7446256,-7.4892512
Ipsos, 7/24/2018,44,53,-9,Trump,B+,0.5955,3.3,44.29775,52.70225,-8.4045
Marist College, 7/22/2018,41,51,-10,Trump,A,-0.45775194,4,40.77112403,51.22887597,-10.45775194
Quinnipiac University, 7/23/2018,38,58,-20,Trump,A-,0.06815029,3.7,38.03407515,57.96592486,-19.93184971
Gallup, 7/22/2018,42,54,-12,Trump,B,-0.90473684,3,41.54763158,54.45236842,-12.90473684
NBC News/Wall Street Journal, 7/18/2018,45,52,-7,Trump,A-,0.80923077,3.7,45.40461539,51.59538462,-6.19076923
YouGov, 7/17/2018,44,52,-8,Trump,B,0.26403361,3,44.13201681,51.8679832,-7.73596639
Rasmussen Reports/Pulse Opinion Research, 7/17/2018,44,54,-10,Trump,C+,-1.4892512,2.3,43.2553744,54.7446256,-11.4892512
Ipsos, 7/17/2018,42,54,-12,Trump,B+,0.5955,3.3,42.29775,53.70225,-11.4045
Gallup, 7/15/2018,43,52,-9,Trump,B,-0.90473684,3,42.54763158,52.45236842,-9.90473684
Fox News/Anderson Robbins Research/Shaw & Co. Research, 7/11/2018,46,51,-5,Trump,A,0.61413043,4,46.30706522,50.69293479,-4.38586957
YouGov, 7/10/2018,43,52,-9,Trump,B,0.26403361,3,43.13201681,51.8679832,-8.73596639
Rasmussen Reports/Pulse Opinion Research, 7/10/2018,47,51,-4,Trump,C+,-1.4892512,2.3,46.2553744,51.7446256,-5.4892512
Ipsos, 7/10/2018,41,57,-16,Trump,B+,0.5955,3.3,41.29775,56.70225,-15.4045
Emerson College, 7/7/2018,43,50,-7,Trump,B+,0.10647727,3.3,43.05323864,49.94676137,-6.89352273
Gallup, 7/8/2018,41,56,-15,Trump,B,-0.90473684,3,40.54763158,56.45236842,-15.90473684
YouGov, 7/3/2018,45,51,-6,Trump,B,0.26403361,3,45.13201681,50.8679832,-5.73596639
Ipsos, 7/2/2018,43,54,-11,Trump,B+,0.5955,3.3,43.29775,53.70225,-10.4045
Quinnipiac University, 7/1/2018,40,55,-15,Trump,A-,0.06815029,3.7,40.03407515,54.96592486,-14.93184971
Gallup, 7/1/2018,42,53,-11,Trump,B,-0.90473684,3,41.54763158,53.45236842,-11.90473684
YouGov, 6/26/2018,43,52,-9,Trump,B,0.26403361,3,43.13201681,51.8679832,-8.73596639
Harris Interactive, 6/25/2018,47,53,-6,Trump,C+,-1.5215758,2.3,46.2392121,53.7607879,-7.5215758
IBD/TIPP, 6/29/2018,41,54,-13,Trump,A-,-0.78254902,3.7,40.60872549,54.39127451,-13.78254902
Ipsos, 6/26/2018,45,51,-6,Trump,B+,0.5955,3.3,45.29775,50.70225,-5.4045
Rasmussen Reports/Pulse Opinion Research, 6/26/2018,45,54,-9,Trump,C+,-1.4892512,2.3,44.2553744,54.7446256,-10.4892512
Gallup, 6/24/2018,41,55,-14,Trump,B,-0.90473684,3,40.54763158,55.45236842,-14.90473684
YouGov, 6/19/2018,44,50,-6,Trump,B,0.26403361,3,44.13201681,49.8679832,-5.73596639
CNBC, 6/19/2018,41,47,-6,Trump,C,0,2,41,47,-6
Rasmussen Reports/Pulse Opinion Research, 6/19/2018,48,50,-2,Trump,C+,-1.4892512,2.3,47.2553744,50.7446256,-3.4892512
Ipsos, 6/19/2018,44,53,-9,Trump,B+,0.5955,3.3,44.29775,52.70225,-8.4045
CBS News/New York Times, 6/17/2018,42,52,-10,Trump,A-,0.43547945,3.7,42.21773973,51.78226028,-9.56452055
Suffolk University, 6/18/2018,43,51,-8,Trump,B+,0.59554054,3.3,43.29777027,50.70222973,-7.40445946
Quinnipiac University, 6/17/2018,43,52,-9,Trump,A-,0.06815029,3.7,43.03407515,51.96592486,-8.93184971
CNN/Opinion Research Corp., 6/17/2018,41,54,-13,Trump,B+,0.0607,3.3,41.03035,53.96965,-12.9393
Gallup, 6/17/2018,45,50,-5,Trump,B,-0.90473684,3,44.54763158,50.45236842,-5.90473684
Monmouth University, 6/13/2018,45,46,-1,Trump,A+,1.4258947,4,45.71294735,45.28705265,0.4258947
YouGov, 6/12/2018,45,51,-6,Trump,B,0.26403361,3,45.13201681,50.8679832,-5.73596639
Ipsos, 6/12/2018,43,54,-11,Trump,B+,0.5955,3.3,43.29775,53.70225,-10.4045
Rasmussen Reports/Pulse Opinion Research, 6/12/2018,49,49,0,Trump,C+,-1.4892512,2.3,48.2553744,49.7446256,-1.4892512
Public Policy Polling, 6/10/2018,39,54,-15,Trump,B,0.26406832,3,39.13203416,53.86796584,-14.73593168
Pew Research Center, 6/12/2018,42,53,-11,Trump,B-,0.62980392,2.7,42.31490196,52.68509804,-10.37019608
Gallup, 6/10/2018,42,54,-12,Trump,B,-0.90473684,3,41.54763158,54.45236842,-12.90473684
Fox News/Anderson Robbins Research/Shaw & Co. Research, 6/6/2018,45,51,-6,Trump,A,0.61413043,4,45.30706522,50.69293479,-5.38586957
YouGov, 6/5/2018,42,54,-12,Trump,B,0.26403361,3,42.13201681,53.8679832,-11.73596639
Ipsos, 6/5/2018,40,57,-17,Trump,B+,0.5955,3.3,40.29775,56.70225,-16.4045
NBC News/Wall Street Journal, 6/4/2018,44,53,-9,Trump,A-,0.80923077,3.7,44.40461539,52.59538462,-8.19076923
Rasmussen Reports/Pulse Opinion Research, 6/5/2018,49,49,0,Trump,C+,-1.4892512,2.3,48.2553744,49.7446256,-1.4892512
Quinnipiac University, 6/5/2018,40,51,-11,Trump,A-,0.06815029,3.7,40.03407515,50.96592486,-10.93184971
IBD/TIPP, 6/5/2018,36,55,-19,Trump,A-,-0.78254902,3.7,35.60872549,55.39127451,-19.78254902
Gallup, 6/3/2018,41,55,-14,Trump,B,-0.90473684,3,40.54763158,55.45236842,-14.90473684
YouGov, 5/29/2018,45,51,-6,Trump,B,0.26403361,3,45.13201681,50.8679832,-5.73596639
Ipsos, 5/29/2018,44,53,-9,Trump,B+,0.5955,3.3,44.29775,52.70225,-8.4045
Rasmussen Reports/Pulse Opinion Research, 5/29/2018,47,52,-5,Trump,C+,-1.4892512,2.3,46.2553744,52.7446256,-6.4892512
Gallup, 5/27/2018,40,55,-15,Trump,B,-0.90473684,3,39.54763158,55.45236842,-15.90473684
Harris Interactive, 5/22/2018,45,55,-10,Trump,C+,-1.5215758,2.3,44.2392121,55.7607879,-11.5215758
Rasmussen Reports/Pulse Opinion Research, 5/22/2018,48,51,-3,Trump,C+,-1.4892512,2.3,47.2553744,51.7446256,-4.4892512
YouGov, 5/22/2018,41,54,-13,Trump,B,0.26403361,3,41.13201681,53.8679832,-12.73596639
Ipsos, 5/22/2018,47,51,-4,Trump,B+,0.5955,3.3,47.29775,50.70225,-3.4045
Gallup, 5/20/2018,42,54,-12,Trump,B,-0.90473684,3,41.54763158,54.45236842,-12.90473684
YouGov, 5/15/2018,44,52,-8,Trump,B,0.26403361,3,44.13201681,51.8679832,-7.73596639
Rasmussen Reports/Pulse Opinion Research, 5/15/2018,48,50,-2,Trump,C+,-1.4892512,2.3,47.2553744,50.7446256,-3.4892512
Ipsos, 5/15/2018,46,53,-7,Trump,B+,0.5955,3.3,46.29775,52.70225,-6.4045
Gallup, 5/13/2018,43,52,-9,Trump,B,-0.90473684,3,42.54763158,52.45236842,-9.90473684
YouGov, 5/8/2018,44,52,-8,Trump,B,0.26403361,3,44.13201681,51.8679832,-7.73596639
Rasmussen Reports/Pulse Opinion Research, 5/8/2018,47,51,-4,Trump,C+,-1.4892512,2.3,46.2553744,51.7446256,-5.4892512
Ipsos, 5/8/2018,45,53,-8,Trump,B+,0.5955,3.3,45.29775,52.70225,-7.4045
CBS News/New York Times, 5/6/2018,40,55,-15,Trump,A-,0.43547945,3.7,40.21773973,54.78226028,-14.56452055
CNN/Opinion Research Corp., 5/5/2018,44,51,-7,Trump,B+,0.0607,3.3,44.03035,50.96965,-6.9393
Gallup, 5/6/2018,42,52,-10,Trump,B,-0.90473684,3,41.54763158,52.45236842,-10.90473684
IBD/TIPP, 5/4/2018,38,56,-18,Trump,A-,-0.78254902,3.7,37.60872549,56.39127451,-18.78254902
YouGov, 5/1/2018,44,53,-9,Trump,B,0.26403361,3,44.13201681,52.8679832,-8.73596639
Ipsos, 5/1/2018,49,49,0,Trump,B+,0.5955,3.3,49.29775,48.70225,0.5955
Pew Research Center, 5/1/2018,42,54,-12,Trump,B-,0.62980392,2.7,42.31490196,53.68509804,-11.37019608
Monmouth University, 4/30/2018,45,48,-3,Trump,A+,1.4258947,4,45.71294735,47.28705265,-1.5741053
Rasmussen Reports/Pulse Opinion Research, 5/1/2018,49,49,0,Trump,C+,-1.4892512,2.3,48.2553744,49.7446256,-1.4892512
Gallup, 4/29/2018,42,53,-11,Trump,B,-0.90473684,3,41.54763158,53.45236842,-11.90473684
Harris Interactive, 4/24/2018,44,56,-12,Trump,C+,-1.5215758,2.3,43.2392121,56.7607879,-13.5215758
Fox News/Anderson Robbins Research/Shaw & Co. Research, 4/24/2018,44,53,-9,Trump,A,0.61413043,4,44.30706522,52.69293479,-8.38586957
YouGov, 4/24/2018,43,53,-10,Trump,B,0.26403361,3,43.13201681,52.8679832,-9.73596639
Rasmussen Reports/Pulse Opinion Research, 4/24/2018,48,50,-2,Trump,C+,-1.4892512,2.3,47.2553744,50.7446256,-3.4892512
Quinnipiac University, 4/24/2018,39,54,-15,Trump,A-,0.06815029,3.7,39.03407515,53.96592486,-14.93184971
Ipsos, 4/24/2018,41,55,-14,Trump,B+,0.5955,3.3,41.29775,54.70225,-13.4045
Gallup, 4/18/2018,38,57,-19,Trump,B,-0.90473684,3,37.54763158,57.45236842,-19.90473684
YouGov, 4/17/2018,42,55,-13,Trump,B,0.26403361,3,42.13201681,54.8679832,-12.73596639
Rasmussen Reports/Pulse Opinion Research, 4/17/2018,50,49,1,Trump,C+,-1.4892512,2.3,49.2553744,49.7446256,-0.4892512
Ipsos, 4/17/2018,41,56,-15,Trump,B+,0.5955,3.3,41.29775,55.70225,-14.4045
Marist College, 4/13/2018,39,54,-15,Trump,A,-0.45775194,4,38.77112403,54.22887597,-15.45775194
Gallup, 4/15/2018,39,55,-16,Trump,B,-0.90473684,3,38.54763158,55.45236842,-16.90473684
ABC News/Washington Post, 4/11/2018,44,54,-10,Trump,A+,0.61341176,4,44.30670588,53.69329412,-9.38658824
NBC News/Wall Street Journal, 4/11/2018,39,57,-18,Trump,A-,0.80923077,3.7,39.40461539,56.59538462,-17.19076923
YouGov, 4/10/2018,42,53,-11,Trump,B,0.26403361,3,42.13201681,52.8679832,-10.73596639
Rasmussen Reports/Pulse Opinion Research, 4/10/2018,49,50,-1,Trump,C+,-1.4892512,2.3,48.2553744,50.7446256,-2.4892512
Ipsos, 4/10/2018,39,58,-19,Trump,B+,0.5955,3.3,39.29775,57.70225,-18.4045
Quinnipiac University, 4/9/2018,41,52,-11,Trump,A-,0.06815029,3.7,41.03407515,51.96592486,-10.93184971
Gallup, 4/8/2018,41,54,-13,Trump,B,-0.90473684,3,40.54763158,54.45236842,-13.90473684
YouGov, 4/3/2018,41,55,-14,Trump,B,0.26403361,3,41.13201681,54.8679832,-13.73596639
Rasmussen Reports/Pulse Opinion Research, 4/3/2018,51,48,3,Trump,C+,-1.4892512,2.3,50.2553744,48.7446256,1.5107488
Ipsos, 4/3/2018,41,56,-15,Trump,B+,0.5955,3.3,41.29775,55.70225,-14.4045
Harris Interactive, 3/29/2018,44,56,-12,Trump,C+,-1.5215758,2.3,43.2392121,56.7607879,-13.5215758
Gallup, 3/31/2018,39,55,-16,Trump,B,-0.90473684,3,38.54763158,55.45236842,-16.90473684
YouGov, 3/27/2018,41,54,-13,Trump,B,0.26403361,3,41.13201681,53.8679832,-12.73596639
Ipsos, 3/27/2018,41,55,-14,Trump,B+,0.5955,3.3,41.29775,54.70225,-13.4045
Rasmussen Reports/Pulse Opinion Research, 3/27/2018,45,53,-8,Trump,C+,-1.4892512,2.3,44.2553744,53.7446256,-9.4892512
IBD/TIPP, 3/29/2018,38,56,-18,Trump,A-,-0.78254902,3.7,37.60872549,56.39127451,-18.78254902
CNN/Opinion Research Corp., 3/25/2018,43,53,-10,Trump,B+,0.0607,3.3,43.03035,52.96965,-9.9393
Public Policy Polling, 3/25/2018,39,54,-15,Trump,B,0.26406832,3,39.13203416,53.86796584,-14.73593168
Gallup, 3/25/2018,39,55,-16,Trump,B,-0.90473684,3,38.54763158,55.45236842,-16.90473684
Marist College, 3/21/2018,42,51,-9,Trump,A,-0.45775194,4,41.77112403,51.22887597,-9.45775194
Fox News/Anderson Robbins Research/Shaw & Co. Research, 3/21/2018,45,52,-7,Trump,A,0.61413043,4,45.30706522,51.69293479,-6.38586957
YouGov, 3/20/2018,41,54,-13,Trump,B,0.26403361,3,41.13201681,53.8679832,-12.73596639
CNBC, 3/20/2018,39,50,-11,Trump,C,0,2,39,50,-11
Quinnipiac University, 3/20/2018,40,53,-13,Trump,A-,0.06815029,3.7,40.03407515,52.96592486,-12.93184971
Ipsos, 3/20/2018,44,52,-8,Trump,B+,0.5955,3.3,44.29775,51.70225,-7.4045
Rasmussen Reports/Pulse Opinion Research, 3/20/2018,47,52,-5,Trump,C+,-1.4892512,2.3,46.2553744,52.7446256,-6.4892512
Gallup, 3/18/2018,40,56,-16,Trump,B,-0.90473684,3,39.54763158,56.45236842,-16.90473684
NBC News/Wall Street Journal, 3/14/2018,43,53,-10,Trump,A-,0.80923077,3.7,43.40461539,52.59538462,-9.19076923
YouGov, 3/13/2018,42,54,-12,Trump,B,0.26403361,3,42.13201681,53.8679832,-11.73596639
Pew Research Center, 3/14/2018,42,53,-11,Trump,B-,0.62980392,2.7,42.31490196,52.68509804,-10.37019608
Rasmussen Reports/Pulse Opinion Research, 3/13/2018,47,52,-5,Trump,C+,-1.4892512,2.3,46.2553744,52.7446256,-6.4892512
Ipsos, 3/13/2018,39,56,-17,Trump,B+,0.5955,3.3,39.29775,55.70225,-16.4045
CBS News/New York Times, 3/11/2018,38,57,-19,Trump,A-,0.43547945,3.7,38.21773973,56.78226028,-18.56452055
Gallup, 3/11/2018,39,56,-17,Trump,B,-0.90473684,3,38.54763158,56.45236842,-17.90473684
George Washington University (Battleground), 3/8/2018,42,55,-13,Trump,B,-0.97508197,3,41.51245902,55.48754099,-13.97508197
Marist College, 3/6/2018,44,49,-5,Trump,A,-0.45775194,4,43.77112403,49.22887597,-5.45775194
YouGov, 3/6/2018,41,54,-13,Trump,B,0.26403361,3,41.13201681,53.8679832,-12.73596639
Quinnipiac University, 3/5/2018,38,56,-18,Trump,A-,0.06815029,3.7,38.03407515,55.96592486,-17.93184971
Monmouth University, 3/5/2018,40,54,-14,Trump,A+,1.4258947,4,40.71294735,53.28705265,-12.5741053
Ipsos, 3/6/2018,40,54,-14,Trump,B+,0.5955,3.3,40.29775,53.70225,-13.4045
Rasmussen Reports/Pulse Opinion Research, 3/6/2018,46,53,-7,Trump,C+,-1.4892512,2.3,45.2553744,53.7446256,-8.4892512
Gallup, 3/4/2018,39,55,-16,Trump,B,-0.90473684,3,38.54763158,55.45236842,-16.90473684
IBD/TIPP, 3/1/2018,37,58,-21,Trump,A-,-0.78254902,3.7,36.60872549,58.39127451,-21.78254902
YouGov, 2/27/2018,44,53,-9,Trump,B,0.26403361,3,44.13201681,52.8679832,-8.73596639
Ipsos, 2/27/2018,40,56,-16,Trump,B+,0.5955,3.3,40.29775,55.70225,-15.4045
Rasmussen Reports/Pulse Opinion Research, 2/27/2018,49,50,-1,Trump,C+,-1.4892512,2.3,48.2553744,50.7446256,-2.4892512
Gallup, 2/25/2018,39,56,-17,Trump,B,-0.90473684,3,38.54763158,56.45236842,-17.90473684
Suffolk University, 2/24/2018,38,60,-22,Trump,B+,0.59554054,3.3,38.29777027,59.70222973,-21.40445946
CNN/Opinion Research Corp., 2/23/2018,39,56,-17,Trump,B+,0.0607,3.3,39.03035,55.96965,-16.9393
Marist College, 2/21/2018,40,53,-13,Trump,A,-0.45775194,4,39.77112403,53.22887597,-13.45775194
YouGov, 2/20/2018,44,51,-7,Trump,B,0.26403361,3,44.13201681,50.8679832,-6.73596639
Rasmussen Reports/Pulse Opinion Research, 2/20/2018,48,51,-3,Trump,C+,-1.4892512,2.3,47.2553744,51.7446256,-4.4892512
Ipsos, 2/20/2018,40,55,-15,Trump,B+,0.5955,3.3,40.29775,54.70225,-14.4045
Quinnipiac University, 2/19/2018,37,58,-21,Trump,A-,0.06815029,3.7,37.03407515,57.96592486,-20.93184971
Harris Interactive, 2/19/2018,45,55,-10,Trump,C+,-1.5215758,2.3,44.2392121,55.7607879,-11.5215758
Gallup, 2/18/2018,37,59,-22,Trump,B,-0.90473684,3,36.54763158,59.45236842,-22.90473684
YouGov, 2/13/2018,45,50,-5,Trump,B,0.26403361,3,45.13201681,49.8679832,-4.73596639
Fox News/Anderson Robbins Research/Shaw & Co. Research, 2/13/2018,43,53,-10,Trump,A,0.61413043,4,43.30706522,52.69293479,-9.38586957
Rasmussen Reports/Pulse Opinion Research, 2/13/2018,47,52,-5,Trump,C+,-1.4892512,2.3,46.2553744,52.7446256,-6.4892512
Ipsos, 2/13/2018,39,54,-15,Trump,B+,0.5955,3.3,39.29775,53.70225,-14.4045
Public Policy Polling, 2/11/2018,44,50,-6,Trump,B,0.26406832,3,44.13203416,49.86796584,-5.73593168
Gallup, 2/11/2018,40,57,-17,Trump,B,-0.90473684,3,39.54763158,57.45236842,-17.90473684
Marist College, 2/7/2018,39,56,-17,Trump,A,-0.45775194,4,38.77112403,56.22887597,-17.45775194
YouGov, 2/6/2018,45,53,-8,Trump,B,0.26403361,3,45.13201681,52.8679832,-7.73596639
Ipsos, 2/6/2018,40,54,-14,Trump,B+,0.5955,3.3,40.29775,53.70225,-13.4045
Rasmussen Reports/Pulse Opinion Research, 2/6/2018,48,51,-3,Trump,C+,-1.4892512,2.3,47.2553744,51.7446256,-4.4892512
Quinnipiac University, 2/5/2018,40,55,-15,Trump,A-,0.06815029,3.7,40.03407515,54.96592486,-14.93184971
Gallup, 2/4/2018,40,57,-17,Trump,B,-0.90473684,3,39.54763158,57.45236842,-17.90473684
IBD/TIPP, 2/2/2018,35,58,-23,Trump,A-,-0.78254902,3.7,34.60872549,58.39127451,-23.78254902
Monmouth University, 1/30/2018,44,48,-4,Trump,A+,1.4258947,4,44.71294735,47.28705265,-2.5741053
YouGov, 1/30/2018,44,53,-9,Trump,B,0.26403361,3,44.13201681,52.8679832,-8.73596639
Rasmussen Reports/Pulse Opinion Research, 1/30/2018,44,54,-10,Trump,C+,-1.4892512,2.3,43.2553744,54.7446256,-11.4892512
Ipsos, 1/30/2018,41,53,-12,Trump,B+,0.5955,3.3,41.29775,52.70225,-11.4045
Gallup, 1/28/2018,38,58,-20,Trump,B,-0.90473684,3,37.54763158,58.45236842,-20.90473684
Fox News/Anderson Robbins Research/Shaw & Co. Research, 1/23/2018,45,53,-8,Trump,A,0.61413043,4,45.30706522,52.69293479,-7.38586957
YouGov, 1/23/2018,43,54,-11,Trump,B,0.26403361,3,43.13201681,53.8679832,-10.73596639
Ipsos, 1/23/2018,37,59,-22,Trump,B+,0.5955,3.3,37.29775,58.70225,-21.4045
Quinnipiac University, 1/23/2018,36,58,-22,Trump,A-,0.06815029,3.7,36.03407515,57.96592486,-21.93184971
Rasmussen Reports/Pulse Opinion Research, 1/23/2018,44,55,-11,Trump,C+,-1.4892512,2.3,43.2553744,55.7446256,-12.4892512
Gallup, 1/21/2018,36,59,-23,Trump,B,-0.90473684,3,35.54763158,59.45236842,-23.90473684
Harris Interactive, 1/19/2018,44,56,-12,Trump,C+,-1.5215758,2.3,43.2392121,56.7607879,-13.5215758
ABC News/Washington Post, 1/18/2018,38,58,-20,Trump,A+,0.61341176,4,38.30670588,57.69329412,-19.38658824
CNN/Opinion Research Corp., 1/18/2018,43,53,-10,Trump,B+,0.0607,3.3,43.03035,52.96965,-9.9393
YouGov, 1/16/2018,42,54,-12,Trump,B,0.26403361,3,42.13201681,53.8679832,-11.73596639
NBC News/Wall Street Journal, 1/17/2018,39,57,-18,Trump,A-,0.80923077,3.7,39.40461539,56.59538462,-17.19076923
Harris Interactive, 1/16/2018,42,58,-16,Trump,C+,-1.5215758,2.3,41.2392121,58.7607879,-17.5215758
CBS News/New York Times, 1/16/2018,37,58,-21,Trump,A-,0.43547945,3.7,37.21773973,57.78226028,-20.56452055
Quinnipiac University, 1/16/2018,38,57,-19,Trump,A-,0.06815029,3.7,38.03407515,56.96592486,-18.93184971
Ipsos, 1/16/2018,39,56,-17,Trump,B+,0.5955,3.3,39.29775,55.70225,-16.4045
Rasmussen Reports/Pulse Opinion Research, 1/16/2018,45,54,-9,Trump,C+,-1.4892512,2.3,44.2553744,54.7446256,-10.4892512
Pew Research Center, 1/15/2018,39,55,-16,Trump,B-,0.62980392,2.7,39.31490196,54.68509804,-15.37019608
Gallup, 1/14/2018,38,57,-19,Trump,B,-0.90473684,3,37.54763158,57.45236842,-19.90473684
Emerson College, 1/11/2018,39,52,-13,Trump,B+,0.10647727,3.3,39.05323864,51.94676137,-12.89352273
Marist College, 1/10/2018,40,51,-11,Trump,A,-0.45775194,4,39.77112403,51.22887597,-11.45775194
YouGov, 1/9/2018,42,54,-12,Trump,B,0.26403361,3,42.13201681,53.8679832,-11.73596639
Quinnipiac University, 1/9/2018,36,59,-23,Trump,A-,0.06815029,3.7,36.03407515,58.96592486,-22.93184971
Rasmussen Reports/Pulse Opinion Research, 1/9/2018,44,55,-11,Trump,C+,-1.4892512,2.3,43.2553744,55.7446256,-12.4892512
Ipsos, 1/9/2018,41,55,-14,Trump,B+,0.5955,3.3,41.29775,54.70225,-13.4045
IBD/TIPP, 1/10/2018,35,58,-23,Trump,A-,-0.78254902,3.7,34.60872549,58.39127451,-23.78254902
Gallup, 1/7/2018,37,58,-21,Trump,B,-0.90473684,3,36.54763158,58.45236842,-21.90473684
YouGov, 1/2/2018,43,54,-11,Trump,B,0.26403361,3,43.13201681,53.8679832,-10.73596639
Ipsos, 1/2/2018,41,54,-13,Trump,B+,0.5955,3.3,41.29775,53.70225,-12.4045
Gallup, 12/30/2017,40,55,-15,Trump,B,-0.90473684,3,39.54763158,55.45236842,-15.90473684
Rasmussen Reports/Pulse Opinion Research, 12/28/2017,45,53,-8,Trump,C+,-1.4892512,2.3,44.2553744,53.7446256,-9.4892512
YouGov, 12/26/2017,43,53,-10,Trump,B,0.26403361,3,43.13201681,52.8679832,-9.73596639
YouGov, 12/19/2017,41,55,-14,Trump,B,0.26403361,3,41.13201681,54.8679832,-13.73596639
Rasmussen Reports/Pulse Opinion Research, 12/19/2017,44,54,-10,Trump,C+,-1.4892512,2.3,43.2553744,54.7446256,-11.4892512
Ipsos, 12/19/2017,35,60,-25,Trump,B+,0.5955,3.3,35.29775,59.70225,-24.4045
CNN/Opinion Research Corp., 12/17/2017,36,59,-23,Trump,B+,0.0607,3.3,36.03035,58.96965,-22.9393
Quinnipiac University, 12/18/2017,37,59,-22,Trump,A-,0.06815029,3.7,37.03407515,58.96592486,-21.93184971
NBC News/Wall Street Journal, 12/15/2017,41,56,-15,Trump,A-,0.80923077,3.7,41.40461539,55.59538462,-14.19076923
Public Policy Polling, 12/12/2017,41,56,-15,Trump,B,0.26406832,3,41.13203416,55.86796584,-14.73593168
CNBC, 12/13/2017,42,49,-7,Trump,C,0,2,42,49,-7
YouGov, 12/12/2017,41,54,-13,Trump,B,0.26403361,3,41.13201681,53.8679832,-12.73596639
Monmouth University, 12/12/2017,33,59,-26,Trump,A+,1.4258947,4,33.71294735,58.28705265,-24.5741053
Rasmussen Reports/Pulse Opinion Research, 12/12/2017,41,57,-16,Trump,C+,-1.4892512,2.3,40.2553744,57.7446256,-17.4892512
Ipsos, 12/12/2017,33,61,-28,Trump,B+,0.5955,3.3,33.29775,60.70225,-27.4045
Harris Interactive, 12/11/2017,41,59,-18,Trump,C+,-1.5215758,2.3,40.2392121,59.7607879,-19.5215758
Quinnipiac University, 12/11/2017,37,57,-20,Trump,A-,0.06815029,3.7,37.03407515,56.96592486,-19.93184971
Marist College, 12/7/2017,39,55,-16,Trump,A,-0.45775194,4,38.77112403,55.22887597,-16.45775194
CBS News/New York Times, 12/5/2017,36,57,-21,Trump,A-,0.43547945,3.7,36.21773973,56.78226028,-20.56452055
YouGov, 12/5/2017,43,52,-9,Trump,B,0.26403361,3,43.13201681,51.8679832,-8.73596639
Ipsos, 12/5/2017,37,59,-22,Trump,B+,0.5955,3.3,37.29775,58.70225,-21.4045
Rasmussen Reports/Pulse Opinion Research, 12/5/2017,42,56,-14,Trump,C+,-1.4892512,2.3,41.2553744,56.7446256,-15.4892512
Quinnipiac University, 12/4/2017,35,58,-23,Trump,A-,0.06815029,3.7,35.03407515,57.96592486,-22.93184971
Pew Research Center, 12/4/2017,34,62,-28,Trump,B-,0.62980392,2.7,34.31490196,61.68509804,-27.37019608
IBD/TIPP, 12/4/2017,36,59,-23,Trump,A-,-0.78254902,3.7,35.60872549,59.39127451,-23.78254902
YouGov, 11/28/2017,43,53,-10,Trump,B,0.26403361,3,43.13201681,52.8679832,-9.73596639
Rasmussen Reports/Pulse Opinion Research, 11/28/2017,41,57,-16,Trump,C+,-1.4892512,2.3,40.2553744,57.7446256,-17.4892512
Ipsos, 11/28/2017,38,57,-19,Trump,B+,0.5955,3.3,38.29775,56.70225,-18.4045
YouGov, 11/21/2017,40,55,-15,Trump,B,0.26403361,3,40.13201681,54.8679832,-14.73596639
Ipsos, 11/22/2017,36,59,-23,Trump,B+,0.5955,3.3,36.29775,58.70225,-22.4045
Quinnipiac University, 11/20/2017,38,55,-17,Trump,A-,0.06815029,3.7,38.03407515,54.96592486,-16.93184971
Marist College, 11/15/2017,42,54,-12,Trump,A,-0.45775194,4,41.77112403,54.22887597,-12.45775194
YouGov, 11/14/2017,39,56,-17,Trump,B,0.26403361,3,39.13201681,55.8679832,-16.73596639
Harris Interactive, 11/14/2017,41,59,-18,Trump,C+,-1.5215758,2.3,40.2392121,59.7607879,-19.5215758
Rasmussen Reports/Pulse Opinion Research, 11/14/2017,45,53,-8,Trump,C+,-1.4892512,2.3,44.2553744,53.7446256,-9.4892512
Ipsos, 11/14/2017,37,59,-22,Trump,B+,0.5955,3.3,37.29775,58.70225,-21.4045
Quinnipiac University, 11/13/2017,35,58,-23,Trump,A-,0.06815029,3.7,35.03407515,57.96592486,-22.93184971
Marist College, 11/9/2017,39,55,-16,Trump,A,-0.45775194,4,38.77112403,55.22887597,-16.45775194
YouGov, 11/7/2017,40,55,-15,Trump,B,0.26403361,3,40.13201681,54.8679832,-14.73596639
