1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
851,FL,Florida,27,H6FL26017,,"David ""Tubbs""",Adams,"Adams; David ""Tubbs""",,R,2945,7.77%,,,,,,,,,,
852,FL,Florida,27,n/a,,,,,Party Votes:,R,37880,,,,,,,,,,,
853,FL,Florida,27,H6FL27031 ,,Scott,Fuhrman,Fuhrman; Scott,,D,17068,58.93%,,,129760,45.11%,,,,,,
854,FL,Florida,27,H6FL27015 ,,Frank,Perez,Perez; Frank,,D,7087,24.47%,,,,,,,,,,
855,FL,Florida,27,H6FL27023 ,,Adam,Sackrin,Sackrin; Adam,,D,4808,16.60%,,,,,,,,,,
856,FL,Florida,27,n/a,,,,,Party Votes:,D,28963,,,,,,,,,,,
857,FL,Florida,27,n/a,,,,,District Votes:,,66843,,,,287677,,,,,,,
858,FL,Florida,27,n/a,,,,,,,,,,,,,,,,,,
859,FL,Florida,H,n/a,,,,,Total State Votes:,,1378354,,,,8837426,,,,,,,
860,FL,Florida,,n/a,,,,,,,,,,,,,,,,,,
861,,,,n/a,,,,,,,,,,,,,,,,,,
862,GA,Georgia,,n/a,,,,,,,,,,,,,,,,,,
863,GA,Georgia,1,H4GA01039 ,(I),"Earl ""Buddy""",Carter,"Carter; Earl ""Buddy""",,R,37758,100.00%,,,210243,99.59%,,,,,W,
864,GA,Georgia,1,n/a,,,,,Party Votes:,R,37758,,,,,,,,,,,
865,GA,Georgia,1,H2GA01223,,Nathan,Russo,Russo; Nathan,,W,,,,,869,0.41%,,,,,,
866,GA,Georgia,1,n/a,,,,,District Votes:,,37758,,,,211112,,,,,,,
867,GA,Georgia,1,n/a,,,,,,,,,,,,,,,,,,
868,GA,Georgia,2,H2GA02031,(I),Sanford,Bishop,Bishop; Sanford,,D,55880,100.00%,,,148543,61.23%,,,,,W,
869,GA,Georgia,2,n/a,,,,,Party Votes:,D,55880,,,,,,,,,,,
870,GA,Georgia,2,H4GA02060 ,,Greg,Duke,Duke; Greg,,R,12959,78.99%,,,94056,38.77%,,,,,,
871,GA,Georgia,2,H6GA02123,,Diane,Vann,Vann; Diane,,R,3446,21.01%,,,,,,,,,,
872,GA,Georgia,2,n/a,,,,,Party Votes:,R,16405,,,,,,,,,,,
873,GA,Georgia,2,n/a,,,,,District Votes:,,72285,,,,242599,,,,,,,
874,GA,Georgia,2,n/a,,,,,,,,,,,,,,,,,,
875,GA,Georgia,3,H6GA03113,,Drew,Ferguson,Ferguson; Drew,,R,15491,26.77%,22836,53.94%,207218,68.35%,,,,,W,
876,GA,Georgia,3,H0GA13032,,Mike,Crane,Crane; Mike,,R,15584,26.93%,19498,46.06%,,,,,,,,
877,GA,Georgia,3,H6GA03105 ,,Jim,Pace,Pace; Jim,,R,13312,23.00%,,,,,,,,,,
878,GA,Georgia,3,H0GA13099,,Chip,Flanegan,Flanegan; Chip,,R,5728,9.90%,,,,,,,,,,
879,GA,Georgia,3,H6GA03097,,Richard,Mix,Mix; Richard,,R,5285,9.13%,,,,,,,,,,
880,GA,Georgia,3,H6GA03121 ,,Samuel,Anders,Anders; Samuel,,R,1657,2.86%,,,,,,,,,,
881,GA,Georgia,3,H6GA03147,,"Arnall ""Rod""",Thomas,"Thomas; Arnall ""Rod""",,R,812,1.40%,,,,,,,,,,
882,GA,Georgia,3,n/a,,,,,Party Votes:,R,57869,,42334,,,,,,,,,
883,GA,Georgia,3,H6GA03154,,Angela,Pendley,Pendley; Angela,,D,6495,50.20%,,,95969,31.65%,,,,,,
884,GA,Georgia,3,H6GA03139,,Tamarkus,Cook,Cook; Tamarkus,,D,6444,49.80%,,,,,,,,,,
885,GA,Georgia,3,n/a,,,,,Party Votes:,D,12939,,,,,,,,,,,
886,GA,Georgia,3,n/a,,,,,District Votes:,,70808,,42334,,303187,,,,,,,
887,GA,Georgia,3,n/a,,,,,,,,,,,,,,,,,,
888,GA,Georgia,4,H6GA04129,(I),"Henry C. ""Hank"" Jr.",Johnson,"Johnson; Henry C. ""Hank;"" Jr.",,D,44509,100.00%,,,220146,75.72%,,,,,W,
889,GA,Georgia,4,n/a,,,,,Party Votes:,D,44509,,,,,,,,,,,
890,GA,Georgia,4,H6GA04152,,Victor ,Armendariz,Armendariz; Victor ,,R,10260,100.00%,,,70593,24.28%,,,,,,
891,GA,Georgia,4,n/a,,,,,Party Votes:,R,10260,,,,,,,,,,,
892,GA,Georgia,4,n/a,,,,,District Votes:,,54769,,,,290739,,,,,,,
893,GA,Georgia,4,n/a,,,,,,,,,,,,,,,,,,
894,GA,Georgia,5,H6GA05217,(I),John R.,Lewis,Lewis; John R.,,D,47313,100.00%,,,253781,84.44%,,,,,W,
895,GA,Georgia,5,n/a,,,,,Party Votes:,D,47313,,,,,,,,,,,
896,GA,Georgia,5,H6GA05290,,Douglas ,Bell,Bell; Douglas ,,R,3635,100.00%,,,46768,15.56%,,,,,,
897,GA,Georgia,5,n/a,,,,,Party Votes:,R,3635,,,,,,,,,,,
898,GA,Georgia,5,n/a,,,,,District Votes:,,50948,,,,300549,,,,,,,
899,GA,Georgia,5,n/a,,,,,,,,,,,,,,,,,,
900,GA,Georgia,6,H4GA06087,(I),Tom ,Price,Price; Tom ,,R,32021,100.00%,,,201088,61.68%,,,,,W,
901,GA,Georgia,6,n/a,,,,,Party Votes:,R,32021,,,,,,,,,,,
902,GA,Georgia,6,H6GA06124,,Rodney ,Stooksbury,Stooksbury; Rodney ,,D,11050,100.00%,,,124917,38.32%,,,,,,
903,GA,Georgia,6,n/a,,,,,Party Votes:,D,11050,,,,,,,,,,,
904,GA,Georgia,6,n/a,,,,,District Votes:,,43071,,,,326005,,,,,,,
905,GA,Georgia,6,n/a,,,,,,,,,,,,,,,,,,
906,GA,Georgia,7,H0GA07133,(I),Rob,Woodall,Woodall; Rob,,R,24201,100.00%,,,174081,60.38%,,,,,W,
907,GA,Georgia,7,n/a,,,,,Party Votes:,R,24201,,,,,,,,,,,
908,GA,Georgia,7,H6GA07155,,Rashid ,Malik,Malik; Rashid ,,D,5593,100.00%,,,114220,39.62%,,,,,,
909,GA,Georgia,7,n/a,,,,,Party Votes:,D,5593,,,,,,,,,,,
910,GA,Georgia,7,n/a,,,,,District Votes:,,29794,,,,288301,,,,,,,
911,GA,Georgia,7,n/a,,,,,,,,,,,,,,,,,,
912,GA,Georgia,8,H0GA08099 ,(I),Austin ,Scott,Scott; Austin ,,R,34919,77.76%,,,173983,67.64%,,,,,W,
913,GA,Georgia,8,H0GA08065,,Angela,Hicks,Hicks; Angela,,R,9988,22.24%,,,,,,,,,,
914,GA,Georgia,8,n/a,,,,,Party Votes:,R,44907,,,,,,,,,,,
915,GA,Georgia,8,H6GA08120,,James Neal,Harris,Harris; James Neal,,D,18647,100.00%,,,83225,32.36%,,,,,,
916,GA,Georgia,8,n/a,,,,,Party Votes:,D,18647,,,,,,,,,,,
917,GA,Georgia,8,n/a,,,,,District Votes:,,63554,,,,257208,,,,,,,
918,GA,Georgia,8,n/a,,,,,,,,,,,,,,,,,,
919,GA,Georgia,9,H2GA09150 ,(I),Doug ,Collins,Collins; Doug ,,R,52080,61.27%,,,256535,100.00%,,,,,W,
920,GA,Georgia,9,H6GA09243 ,,Paul C,Broun,Broun; Paul C,,R,18772,22.09%,,,,,,,,,,
921,GA,Georgia,9,H2GA09176,,Roger,Fitzpatrick,Fitzpatrick; Roger,,R,8945,10.52%,,,,,,,,,,
922,GA,Georgia,9,H6GA09235 ,,Mike,Scupin,Scupin; Mike,,R,2856,3.36%,,,,,,,,,,
923,GA,Georgia,9,H4GA09065,,Bernie,Fontaine,Fontaine; Bernie,,R,2342,2.76%,,,,,,,,,,
924,GA,Georgia,9,n/a,,,,,Party Votes:,R,84995,,,,,,,,,,,
925,GA,Georgia,9,n/a,,,,,District Votes:,,84995,,,,256535,,,,,,,
926,GA,Georgia,9,n/a,,,,,,,,,,,,,,,,,,
927,GA,Georgia,10,H0GA07125 ,(I),Jody ,Hice,Hice; Jody ,,R,49062,100.00%,,,243725,99.64%,,,,,W,
928,GA,Georgia,10,n/a,,,,,Party Votes:,R,49062,,,,,,,,,,,
929,GA,Georgia,10,H6GA10159,,Leonard,Ware,Ware; Leonard,,W,,,,,886,0.36%,,,,,,
930,GA,Georgia,10,n/a,,,,,District Votes:,,49062,,,,244611,,,,,,,
931,GA,Georgia,10,n/a,,,,,,,,,,,,,,,,,,
932,GA,Georgia,11,H4GA11061 ,(I),Barry,Loudermilk,Loudermilk; Barry,,R,29903,60.27%,,,217935,67.41%,,,,,W,
933,GA,Georgia,11,H6GA11082,,Daniel,Cowan,Cowan; Daniel,,R,9169,18.48%,,,,,,,,,,
934,GA,Georgia,11,H2GA11198,,William,Llop,Llop; William,,R,4857,9.79%,,,,,,,,,,
935,GA,Georgia,11,H4GA11103 ,,Hayden ,Collins,Collins; Hayden ,,R,3247,6.54%,,,,,,,,,,
936,GA,Georgia,11,H6GA11074 ,,Billy ,Davis,Davis; Billy ,,R,2435,4.91%,,,,,,,,,,
937,GA,Georgia,11,n/a,,,,,Party Votes:,R,49611,,,,,,,,,,,
938,GA,Georgia,11,H4GA11111,,Don ,Wilson,Wilson; Don ,,D,6861,100.00%,,,105383,32.59%,,,,,,
939,GA,Georgia,11,n/a,,,,,Party Votes:,D,6861,,,,,,,,,,,
940,GA,Georgia,11,n/a,,,,,District Votes:,,56472,,,,323318,,,,,,,
941,GA,Georgia,11,n/a,,,,,,,,,,,,,,,,,,
942,GA,Georgia,12,H2GA12121,(I),Rick ,Allen,Allen; Rick ,,R,46686,78.96%,,,159492,61.60%,,,,,W,
943,GA,Georgia,12,H4GA12051,,Eugene,Yu,Yu; Eugene,,R,12441,21.04%,,,,,,,,,,
944,GA,Georgia,12,n/a,,,,,Party Votes:,R,59127,,,,,,,,,,,
945,GA,Georgia,12,H6GA12031,,Patricia C.,McCracken,McCracken; Patricia C.,,D,16138,62.25%,,,99420,38.40%,,,,,,
946,GA,Georgia,12,H6GA12015 ,,Joyce,Nolin,Nolin; Joyce,,D,9787,37.75%,,,,,,,,,,
947,GA,Georgia,12,n/a,,,,,Party Votes:,D,25925,,,,,,,,,,,
948,GA,Georgia,12,n/a,,,,,District Votes:,,85052,,,,258912,,,,,,,
949,GA,Georgia,12,n/a,,,,,,,,,,,,,,,,,,
950,GA,Georgia,13,H2GA13012 ,(I),David ,Scott,Scott; David ,,D,36214,100.00%,,,252833,100.00%,,,,,W,
951,GA,Georgia,13,n/a,,,,,Party Votes:,D,36214,,,,,,,,,,,
952,GA,Georgia,13,n/a,,,,,District Votes:,,36214,,,,252833,,,,,,,
953,GA,Georgia,13,n/a,,,,,,,,,,,,,,,,,,
954,GA,Georgia,14,H0GA09030 ,(I),Tom ,Graves,Graves; Tom ,,R,44260,75.65%,,,216743,99.90%,,,,,W,
955,GA,Georgia,14,H6GA14011 ,,Mickey,Tuck,Tuck; Mickey,,R,7493,12.81%,,,,,,,,,,
956,GA,Georgia,14,H6GA14029 ,,Allan,Levene,Levene; Allan,,R,6755,11.55%,,,,,,,,,,
957,GA,Georgia,14,n/a,,,,,Party Votes:,R,58508,,,,,,,,,,,
958,GA,Georgia,14,H6GA14037,,Patrick A.,Boggs,Boggs; Patrick A.,,W,,,,,210,0.10%,,,,,,
959,GA,Georgia,14,n/a,,,,,District Votes:,,58508,,,,216953,,,,,,,
960,GA,Georgia,14,n/a,,,,,,,,,,,,,,,,,,
961,GA,Georgia,H,n/a,,,,,Total State Votes:,,793290,,42334,,3772862,,,,,,,
962,,,,n/a,,,,,,,,,,,,,,,,,,
963,GU,Guam,0,H2GU00033,(I),Madeleine Zeien,Bordallo,Bordallo; Madeleine Zeien,,D,8061,62.81%,,,18345,53.69%,,,,,W,
964,GU,Guam,0,H6GU00042,,Anthony M.,Babauta,Babauta; Anthony M.,,D,4715,36.74%,,,,,,,,,,
965,GU,Guam,0,n/a,,,Scattered,Scattered,,W(D),58,0.45%,,,,,,,,,,
966,GU,Guam,0,n/a,,,,,Party Votes:,D,12834,,,,,,,,,,,
967,GU,Guam,0,H6GU01016,,Felix P.,Camacho,Camacho; Felix P.,,R,4651,60.19%,,,15617,45.71%,,,,,,
968,GU,Guam,0,H4GU00021,,Margaret G.,Metcalfe,Metcalfe; Margaret G.,,R,3042,39.37%,,,,,,,,,,
969,GU,Guam,0,n/a,,,Scattered,Scattered,,W(R),34,0.44%,,,,,,,,,,
970,GU,Guam,0,n/a,,,,,Party Votes:,R,7727,,,,,,,,,,,
971,GU,Guam,0,n/a,,,Scattered,Scattered,,W,,,,,206,0.60%,,,,,,
972,GU,Guam,0,n/a,,,Scattered,Scattered,,W(IP),4,100.00%,,,,,,,,,,
973,GU,Guam,0,n/a,,,,,Party Votes:,IP,4,,,,,,,,,,,
974,GU,Guam,0,n/a,,,,,District Votes:,,20565,,,,34168,,,,,,,
975,GU,Guam,H,n/a,,,,,Total State Votes:,,20565,,,,34168,,,,,,,
976,,,,n/a,,,,,,,,,,,,,,,,,,
977,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
978,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
979,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
980,HI,Hawaii,,FULL TERM:,,,,FULL TERM:,,,,,,,,,,,,,,
981,HI,Hawaii,1,H2HI02110,,Colleen Wakako,Hanabusa,Hanabusa; Colleen Wakako,,D,74022,80.38%,,,145417,71.86%,,,,,W,
982,HI,Hawaii,1,H6HI01220,,Lei (Leinaala),Ahu Isa,Ahu Isa; Lei (Leinaala),,D,11518,12.51%,,,,,,,,,,
983,HI,Hawaii,1,H6HI01238,,Howard,Kim,Kim; Howard,,D,2750,2.99%,,,,,,,,,,
984,HI,Hawaii,1,H6HI01196 ,,Javier,Ocasio,Ocasio; Javier,,D,1117,1.21%,,,,,,,,,,
985,HI,Hawaii,1,H6HI01246,,Sam,Puletasi,Puletasi; Sam,,D,1036,1.12%,,,,,,,,,,
986,HI,Hawaii,1,H6HI01253,,Lei  ,Sharsh-Davis,Sharsh-Davis; Lei  ,,D,915,0.99%,,,,,,,,,,
987,HI,Hawaii,1,H8HI01168,,Steve,Tataii,Tataii; Steve,,D,737,0.80%,,,,,,,,,,
988,HI,Hawaii,1,n/a,,,,,Party Votes:,D,92095,,,,,,,,,,,
989,HI,Hawaii,1,H6HI01279,,Shirlene D. (Shirl),Ostrov,Ostrov; Shirlene D. (Shirl),,R,13645,100.00%,,,45958,22.71%,,,,,,
990,HI,Hawaii,1,n/a,,,,,Party Votes:,R,13645,,,,,,,,,,,
991,HI,Hawaii,1,H6HI01261,,Alan J.K.,Yim,Yim; Alan J.K.,,LIB,446,100.00%,,,6601,3.26%,,,,,,
992,HI,Hawaii,1,n/a,,,,,Party Votes:,LIB,446,,,,,,,,,,,
993,HI,Hawaii,1,H4HI01183,,Calvin (G),Griffin,Griffin; Calvin (G),,N,552,100.00%,,,4381,2.16%,,,,,,
994,HI,Hawaii,1,n/a,,,,,Party Votes:,N,552,,,,,,,,,,,
995,HI,Hawaii,1,n/a,,,,,District Votes:,,106738,,,,202357,,,,,,,
996,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
997,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
998,HI,Hawaii,01 - UNEXPIRED TERM,H2HI02110,,Colleen Wakako,Hanabusa,Hanabusa; Colleen Wakako,,D,,,,,129083,65.06%,,,,,W,
999,HI,Hawaii,01 - UNEXPIRED TERM,H6HI01279,,Shirlene DelaCruz,Ostrov,Ostrov; Shirlene DelaCruz,,R,,,,,44090,22.22%,,,,,,
1000,HI,Hawaii,01 - UNEXPIRED TERM,H6HI02400,,Angela Aulani,Kaaihue,Kaaihue; Angela Aulani,,D,,,,,5885,2.97%,,,,,,
1001,HI,Hawaii,01 - UNEXPIRED TERM,H6HI01261,,Alan J.K.,Yim,Yim; Alan J.K.,,LIB,,,,,5559,2.80%,,,,,,
1002,HI,Hawaii,01 - UNEXPIRED TERM,H6HI01238,,Howard,Kim,Kim; Howard,,D,,,,,4259,2.15%,,,,,,
1003,HI,Hawaii,01 - UNEXPIRED TERM,H6HI01295,,Peter,Cross,Cross; Peter,,D,,,,,3420,1.72%,,,,,,
1004,HI,Hawaii,01 - UNEXPIRED TERM,H4HI01183,,Calvin C. (G),Griffin,Griffin; Calvin C. (G),,N,,,,,2824,1.42%,,,,,,
1005,HI,Hawaii,01 - UNEXPIRED TERM,H6HI01196 ,,Javier,Ocasio,Ocasio; Javier,,D,,,,,1893,0.95%,,,,,,
1006,HI,Hawaii,01 - UNEXPIRED TERM,H4HI01050,,Yvonne,Perry,Perry; Yvonne,,N,,,,,1050,0.53%,,,,,,
1007,HI,Hawaii,01 - UNEXPIRED TERM,H6HI01303,,Peter H.,Plotzeneder,Plotzeneder; Peter H.,,N,,,,,328,0.17%,,,,,,
1008,HI,Hawaii,01 - UNEXPIRED TERM,n/a,,,,,District Votes:,,,,,,198391,,,,,,,
1009,HI,Hawaii,01 - UNEXPIRED TERM,n/a,,,,,,,,,,,,,,,,,,
1010,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
1011,HI,Hawaii,2,H2HI02508,(I),Tulsi,Gabbard,Gabbard; Tulsi,,D,80026,84.53%,,,170848,81.16%,,,,,W,
1012,HI,Hawaii,2,H6HI02384 ,,Shay ,Chan Hodges,Chan Hodges; Shay ,,D,14643,15.47%,,,,,,,,,,
1013,HI,Hawaii,2,n/a,,,,,Party Votes:,D,94669,,,,,,,,,,,
1014,HI,Hawaii,2,H6HI02400,,Angela Aulani,Kaaihue,Kaaihue; Angela Aulani,,R,7449,55.90%,,,39668,18.84%,,,,,,
1015,HI,Hawaii,2,H6HI02392,,Eric,Hafner,Hafner; Eric,,R,5876,44.10%,,,,,,,,,,
1016,HI,Hawaii,2,n/a,,,,,Party Votes:,R,13325,,,,,,,,,,,
1017,HI,Hawaii,2,H6HI02376,,Richard L.,Turner,Turner; Richard L.,,N,697,100.00%,,,,,,,,,,
1018,HI,Hawaii,2,n/a,,,,,Party Votes:,N,697,,,,,,,,,,,
1019,HI,Hawaii,2,n/a,,,,,District Votes:,,108691,,,,210516,,,,,,,
1020,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
1021,HI,Hawaii,H,n/a,,,,,Total State Votes:,,215429,,,,611264,,,,,,,
1022,,,,n/a,,,,,,,,,,,,,,,,,,
1023,ID,Idaho,,n/a,,,,,,,,,,,,,,,,,,
1024,ID,Idaho,1,H0ID01253,(I),Raul R.,Labrador,Labrador; Raul R.,,R,51568,80.98%,,,242252,68.17%,,,,,W,
1025,ID,Idaho,1,H6ID01243,,Gordon,Counsil,Counsil; Gordon,,R,6510,10.22%,,,,,,,,,,
1026,ID,Idaho,1,H6ID01284,,Isaac M. ,Haugen,Haugen; Isaac M. ,,R,5605,8.80%,,,,,,,,,,
1027,ID,Idaho,1,n/a,,,,,Party Votes:,R,63683,,,,,,,,,,,
1028,ID,Idaho,1,H6ID01250,,James ,Piotrowski,Piotrowski; James ,,D,6954,56.15%,,,113052,31.81%,,,,,,
1029,ID,Idaho,1,H6ID01268,,Shizandra,Fox,Fox; Shizandra,,D,3428,27.68%,,,,,,,,,,
1030,ID,Idaho,1,H6ID01276,,Staniela,Nikolova,Nikolova; Staniela,,D,2002,16.17%,,,,,,,,,,
1031,ID,Idaho,1,n/a,,,,,Party Votes:,D,12384,,,,,,,,,,,
1032,ID,Idaho,1,H2ID01150,,,Pro-Life,Pro-Life,,W,,,,,53,0.01%,,,,,,
1033,ID,Idaho,1,n/a,,,,,District Votes:,,76067,,,,355357,,,,,,,
1034,ID,Idaho,1,n/a,,,,,,,,,,,,,,,,,,
1035,ID,Idaho,2,H8ID02064,(I),Mike ,Simpson,Simpson; Mike ,,R,47116,72.98%,,,205292,62.93%,,,,,W,
1036,ID,Idaho,2,H4ID01123,,Lisa ,Marie,Marie; Lisa ,,R,17442,27.02%,,,,,,,,,,
1037,ID,Idaho,2,n/a,,,,,Party Votes:,R,64558,,,,,,,,,,,
1038,ID,Idaho,2,H6ID02209,,Jennifer ,Martinez,Martinez; Jennifer ,,D,13816,100.00%,,,95940,29.41%,,,,,,
1039,ID,Idaho,2,n/a,,,,,Party Votes:,D,13816,,,,,,,,,,,
1040,ID,Idaho,2,H6ID02183,,Anthony,Tomkins,Tomkins; Anthony,,CON,82,100.00%,,,25005,7.66%,,,,,,
1041,ID,Idaho,2,n/a,,,,,Party Votes:,CON,82,,,,,,,,,,,
1042,ID,Idaho,2,n/a,,,,,District Votes:,,78456,,,,326237,,,,,,,
1043,ID,Idaho,2,n/a,,,,,,,,,,,,,,,,,,
1044,ID,Idaho,H,n/a,,,,,Total State Votes:,,154523,,,,681594,,,,,,,
1045,,,,n/a,,,,,,,,,,,,,,,,,,
1046,IL,Illinois,1,H2IL01042 ,(I),Bobby L.,Rush,Rush; Bobby L.,,D,128402,71.44%,,,234037,74.09%,,,,,W,
1047,IL,Illinois,1,H6IL01167,,Howard B. Jr.,Brookins,Brookins; Howard B.; Jr.,,D,34645,19.27%,,,,,,,,,,
1048,IL,Illinois,1,H4IL02269 ,,O. Patrick ,Brutus,Brutus; O. Patrick ,,D,16696,9.29%,,,,,,,,,,
1049,IL,Illinois,1,n/a,,,,,Party Votes:,D,179743,,,,,,,,,,,
1050,IL,Illinois,1,H6IL01159,,August (O'Neill),Deuser,Deuser; August (O'Neill),,R,24584,73.78%,,,81817,25.90%,,,,,,
1051,IL,Illinois,1,H6IL01175,,Jimmy Lee II,Tillman,Tillman; Jimmy Lee; II,,R,8737,26.22%,,,,,,,,,,
1052,IL,Illinois,1,n/a,,,,,Party Votes:,R,33321,,,,,,,,,,,
1053,IL,Illinois,1,n/a,,Tabitha,Carson,Carson; Tabitha,,W,,,,,8,0.00%,,,,,,
1054,IL,Illinois,1,n/a,,,,,District Votes:,,213064,,,,315862,,,,,,,
1055,IL,Illinois,1,n/a,,,,,,,,,,,,,,,,,,
1056,IL,Illinois,2,H2IL02172,(I),Robin,Kelly,Kelly; Robin,,D,115752,73.92%,,,235051,79.81%,,,,,W,
1057,IL,Illinois,2,H2IL02156,,Marcus,Lewis,Lewis; Marcus,,D,25280,16.14%,,,,,,,,,,
1058,IL,Illinois,2,H4IL02236,,Charles,Rayburn,Rayburn; Charles,,D,9559,6.10%,,,,,,,,,,
1059,IL,Illinois,2,H6IL02264 ,,Dorian C. L. ,Myrickes,Myrickes; Dorian C. L. ,,D,6002,3.83%,,,,,,,,,,
1060,IL,Illinois,2,n/a,,,,,Party Votes:,D,156593,,,,,,,,,,,
1061,IL,Illinois,2,H6IL02199,,John F,Morrow,Morrow; John F,,R,277303,100.00%,,,59471,20.19%,,,,,,
1062,IL,Illinois,2,n/a,,,,,Party Votes:,R,277303,,,,,,,,,,,
1063,IL,Illinois,2,n/a,,,,,District Votes:,,433896,,,,294522,,,,,,,
1064,IL,Illinois,2,n/a,,,,,,,,,,,,,,,,,,
1065,IL,Illinois,3,H4IL03077 ,(I),Daniel William,Lipinski,Lipinski; Daniel William,,D,107620,100.00%,,,225320,99.96%,,,,,W,
1066,IL,Illinois,3,n/a,,,,,Party Votes:,D,107620,,,,,,,,,,,
1067,IL,Illinois,3,n/a,,Diane,Harris,Harris; Diane,,W,,,,,91,0.04%,,,,,,
1068,IL,Illinois,3,n/a,,,,,District Votes:,,107620,,,,225411,,,,,,,
1069,IL,Illinois,3,n/a,,,,,,,,,,,,,,,,,,
1070,IL,Illinois,4,H2IL08039 ,(I),Luis V.,Gutierrez,Gutierrez; Luis V.,,D,92779,75.17%,,,171297,100.00%,,,,,W,
1071,IL,Illinois,4,H6IL04146 ,,Javier,Salas,Salas; Javier,,D,30640,24.83%,,,,,,,,,,
1072,IL,Illinois,4,n/a,,,,,Party Votes:,D,123419,,,,,,,,,,,
1073,IL,Illinois,4,n/a,,,,,District Votes:,,123419,,,,171297,,,,,,,
1074,IL,Illinois,4,n/a,,,,,,,,,,,,,,,,,,
1075,IL,Illinois,5,H0IL05096 ,(I),Mike,Quigley,Quigley; Mike,,D,127679,100.00%,,,212842,67.84%,,,,,W,
1076,IL,Illinois,5,n/a,,,,,Party Votes:,D,127679,,,,,,,,,,,
1077,IL,Illinois,5,H6IL05168 ,,Vince,Kolber,Kolber; Vince,,R,,,,,86222,27.48%,,,,,,
1078,IL,Illinois,5,H6IL05176,,Rob ,Sherman,Sherman; Rob ,,GRE,157,57.93%,,,14657,4.67%,,,,,,
1079,IL,Illinois,5,H6IL05168 ,,"Warren ""Grizz""",Grimsley,"Grimsley; Warren ""Grizz""",,GRE,114,42.07%,,,,,,,,,,
1080,IL,Illinois,5,n/a,,,,,Party Votes:,GRE,271,,,,,,,,,,,
1081,IL,Illinois,5,n/a,,Michael,Krynski,Krynski; Michael,,W,,,,,3,0.00%,,,,,,
1082,IL,Illinois,5,n/a,,,,,District Votes:,,127950,,,,313724,,,,,,,
1083,IL,Illinois,5,n/a,,,,,,,,,,,,,,,,,,
1084,IL,Illinois,6,H6IL06117,(I),Peter J.,Roskam,Roskam; Peter J.,,R,83344,68.78%,,,208555,59.22%,,,,,W,
1085,IL,Illinois,6,H6IL06158 ,,Gordan (Jay),Kinzler,Kinzler; Gordan (Jay),,R,37834,31.22%,,,,,,,,,,
1086,IL,Illinois,6,n/a,,,,,Party Votes:,R,121178,,,,,,,,,,,
1087,IL,Illinois,6,H6IL06166,,Amanda,Howland,Howland; Amanda,,D,51101,67.13%,,,143591,40.78%,,,,,,
1088,IL,Illinois,6,H0IL08033,,Robert ,Marshall,Marshall; Robert ,,D,25027,32.87%,,,,,,,,,,
1089,IL,Illinois,6,n/a,,,,,Party Votes:,D,76128,,,,,,,,,,,
1090,IL,Illinois,6,n/a,,,,,District Votes:,,197306,,,,352146,,,,,,,
1091,IL,Illinois,6,n/a,,,,,,,,,,,,,,,,,,
1092,IL,Illinois,7,H4IL07037,(I),Danny K.,Davis,Davis; Danny K.,,D,139378,81.19%,,,250584,84.24%,,,,,W,
1093,IL,Illinois,7,H6IL07289 ,,Thomas ,Day,Day; Thomas ,,D,32261,18.79%,,,,,,,,,,
1094,IL,Illinois,7,H2IL01141,,Frederick,Collins,Collins; Frederick,,W(D),25,0.01%,,,,,,,,,,
1095,IL,Illinois,7,n/a,,,,,Party Votes:,D,171664,,,,,,,,,,,
1096,IL,Illinois,7,H6IL07305,,Jeffrey A.,Leef,Leef; Jeffrey A.,,R,,,,,46882,15.76%,,,,,,
1097,IL,Illinois,7,n/a,,,,,District Votes:,R,171664,,,,297466,,,,,,,
1098,IL,Illinois,7,n/a,,,,,,,,,,,,,,,,,,
1099,IL,Illinois,8,H6IL08147,,Raja,Krishnamoorthi,Krishnamoorthi; Raja,,D,44950,56.99%,,,144954,58.31%,,,,,W,
1100,IL,Illinois,8,H6IL08162 ,,Michael ,Noland,Noland; Michael ,,D,22925,29.06%,,,,,,,,,,
1101,IL,Illinois,8,H6IL08188 ,,Deborah M.,Bullwinkel,Bullwinkel; Deborah M.,,D,11005,13.95%,,,,,,,,,,
1102,IL,Illinois,8,n/a,,,,,Party Votes:,D,78880,,,,,,,,,,,
1103,IL,Illinois,8,H6IL08170 ,,"Peter ""Pete""",DiCianni,"DiCianni; Peter ""Pete""",,R,51047,99.97%,,,103617,41.69%,,,,,,
